post_id,user_id,team_id,title,content,created_at,updated_at
529,654,553,Organize Team Coordination for CS124-Lively (CS124),"Our work aligns with CS - Introduction to Computer Science I. This post focuses on the demo script. Key topics: Milestone Planning, Team Coordination, Documentation. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-30 17:58:55,2025-03-30 17:58:55
530,654,553,Organize Documentation for CS124-Lively (CS124),"Our work aligns with CS - Introduction to Computer Science I. This post focuses on the risk register. Key topics: Presentation Prep, Peer Review, Documentation. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-03 17:58:55,2025-04-03 17:58:55
531,907,554,Present Peer Review for SHS240-Jovial (SHS240),"Our work aligns with SHS - Intro Sound &amp; Hearing Science. This post focuses on the progress update. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-20 20:35:58,2025-04-20 20:35:58
532,786,556,Coordinate Team Coordination for CLE778-Honest (CLE778),"Our work aligns with CLE - Imaging in Critical Care. This post focuses on the demo script. Key topics: Milestone Planning, Documentation, Presentation Prep. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-02 09:32:10,2025-03-02 09:32:10
533,552,558,Coordinate Peer Review for IE420-Focused (IE420),"Our work aligns with IE - Financial Engineering. This post focuses on the progress update. Key topics: Documentation, Team Coordination, Peer Review. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-26 19:26:16,2025-01-26 19:26:16
534,552,558,Present Peer Review for IE420-Focused (IE420),"Our work aligns with IE - Financial Engineering. This post focuses on the demo script. Key topics: Team Coordination, Documentation, Milestone Planning. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-31 19:26:16,2025-01-31 19:26:16
535,299,560,Align Documentation for IS551-Progressive (IS551),"Our work aligns with IS - Youth Services Librarianship. This post focuses on the scope doc. Key topics: Presentation Prep, Documentation, Team Coordination. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-13 15:33:25,2025-01-13 15:33:25
536,286,563,Present Milestone Planning for CPSC598-Zealous (CPSC598),"Our work aligns with CPSC - Seminar. This post focuses on the risk register. Key topics: Team Coordination, Milestone Planning, Presentation Prep. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 11:40:25,2025-02-14 14:18:25
537,286,563,Document Milestone Planning for CPSC598-Zealous (CPSC598),"Our work aligns with CPSC - Seminar. This post focuses on the scope doc. Key topics: Presentation Prep, Peer Review, Milestone Planning. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-16 11:40:25,2025-02-18 16:52:25
538,176,564,Present Documentation for IS510-Nimble (IS510),"Our work aligns with IS - Libraries, Information and Society. This post focuses on the demo script. Key topics: Milestone Planning, Peer Review, Team Coordination. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-19 15:50:35,2025-02-19 15:50:35
539,176,564,Align Team Coordination for IS510-Nimble (IS510),"Our work aligns with IS - Libraries, Information and Society. This post focuses on the scope doc. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-23 15:50:35,2025-03-04 16:42:35
540,224,565,Align Peer Review for BUS401-Dynamic (BUS401),"Our work aligns with BUS - Crafting Your Purpose in Business. This post focuses on the scope doc. Key topics: Presentation Prep, Milestone Planning, Peer Review. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-10 14:29:39,2025-01-10 14:29:39
541,751,566,Coordinate Documentation for SHS554-Youthful (SHS554),"Our work aligns with SHS - Advanced Audiological Assess. This post focuses on the progress update. Key topics: Documentation, Presentation Prep, Milestone Planning. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-05 11:16:07,2025-04-05 11:16:07
542,531,567,Present Milestone Planning for IS573-Nimble (IS573),"Our work aligns with IS - Advanced Topics in Collections. This post focuses on the progress update. Key topics: Milestone Planning, Team Coordination, Peer Review. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 08:48:11,2025-02-15 12:13:11
543,531,567,Organize Documentation for IS573-Nimble (IS573),"Our work aligns with IS - Advanced Topics in Collections. This post focuses on the demo script. Key topics: Documentation, Team Coordination, Peer Review. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-14 08:48:11,2025-02-14 08:48:11
544,695,568,Present Presentation Prep for ENG298-Progressive (ENG298),"Our work aligns with ENG - Special Topics. This post focuses on the risk register. Key topics: Milestone Planning, Peer Review, Team Coordination. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-11 11:14:00,2025-04-11 11:14:00
545,695,568,Present Peer Review for ENG298-Progressive (ENG298),"Our work aligns with ENG - Special Topics. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Documentation. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-13 11:14:00,2025-04-13 11:14:00
546,352,570,Coordinate Team Coordination for GWS240-Tenacious (GWS240),"Our work aligns with GWS - Gender &amp; Sexuality in Greco-Roman Antiquity. This post focuses on the demo script. Key topics: Milestone Planning, Peer Review, Documentation. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-12 12:40:37,2025-02-12 12:40:37
547,352,570,Coordinate Documentation for GWS240-Tenacious (GWS240),"Our work aligns with GWS - Gender &amp; Sexuality in Greco-Roman Antiquity. This post focuses on the scope doc. Key topics: Team Coordination, Presentation Prep, Documentation. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-16 12:40:37,2025-02-19 13:34:37
548,117,571,Align Milestone Planning for MATH285-Quick (MATH285),"Our work aligns with MATH - Intro Differential Equations. This post focuses on the demo script. Key topics: Presentation Prep, Peer Review, Documentation. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-29 09:41:21,2025-02-05 12:14:21
549,117,571,Coordinate Team Coordination for MATH285-Quick (MATH285),"Our work aligns with MATH - Intro Differential Equations. This post focuses on the scope doc. Key topics: Peer Review, Team Coordination, Documentation. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-30 09:41:21,2025-01-30 09:41:21
550,15,573,Present Team Coordination for STAT361-Creative (STAT361),"Our work aligns with STAT - Probability &amp; Statistics for Computer Science. This post focuses on the progress update. Key topics: Milestone Planning, Peer Review, Presentation Prep. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-20 16:23:53,2025-02-24 18:20:53
551,593,574,Present Presentation Prep for MATH432-Youthful (MATH432),"Our work aligns with MATH - Set Theory and Topology. This post focuses on the scope doc. Key topics: Milestone Planning, Team Coordination, Peer Review. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-22 17:53:19,2025-01-22 17:53:19
552,797,575,Document Peer Review for CEE498-Reliable (CEE498),"Our work aligns with CEE - Special Topics. This post focuses on the progress update. Key topics: Documentation, Peer Review, Presentation Prep. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-19 21:30:45,2025-03-29 23:49:45
553,227,577,Document Milestone Planning for UP397-United (UP397),"Our work aligns with UP - Undergraduate Project. This post focuses on the scope doc. Key topics: Documentation, Presentation Prep, Team Coordination. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-23 19:01:26,2025-01-23 19:01:26
554,227,577,Organize Peer Review for UP397-United (UP397),"Our work aligns with UP - Undergraduate Project. This post focuses on the demo script. Key topics: Presentation Prep, Milestone Planning, Peer Review. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-26 19:01:26,2025-01-26 19:01:26
555,80,578,Organize Documentation for PHYS419-Vibrant (PHYS419),"Our work aligns with PHYS - Space, Time, and Matter-ACP. This post focuses on the scope doc. Key topics: Milestone Planning, Presentation Prep, Team Coordination. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-14 13:00:05,2025-04-14 13:00:05
556,80,578,Organize Presentation Prep for PHYS419-Vibrant (PHYS419),"Our work aligns with PHYS - Space, Time, and Matter-ACP. This post focuses on the demo script. Key topics: Peer Review, Documentation, Team Coordination. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-16 13:00:05,2025-04-16 13:00:05
557,263,579,Organize Milestone Planning for CS124-Progressive (CS124),"Our work aligns with CS - Introduction to Computer Science I. This post focuses on the progress update. Key topics: Documentation, Team Coordination, Milestone Planning. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-19 15:43:27,2025-03-19 15:43:27
558,263,579,Align Milestone Planning for CS124-Progressive (CS124),"Our work aligns with CS - Introduction to Computer Science I. This post focuses on the demo script. Key topics: Presentation Prep, Documentation, Peer Review. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-23 15:43:27,2025-03-25 18:06:27
559,861,580,Present Peer Review for IS584-Innovative (IS584),"Our work aligns with IS - Advanced Topics in Ethics and Privacy. This post focuses on the progress update. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-20 12:15:56,2025-02-22 16:34:56
560,861,580,Present Peer Review for IS584-Innovative (IS584),"Our work aligns with IS - Advanced Topics in Ethics and Privacy. This post focuses on the progress update. Key topics: Team Coordination, Documentation, Presentation Prep. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-25 12:15:56,2025-02-25 12:15:56
561,861,580,Align Milestone Planning for IS584-Innovative (IS584),"Our work aligns with IS - Advanced Topics in Ethics and Privacy. This post focuses on the scope doc. Key topics: Peer Review, Milestone Planning, Presentation Prep. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-14 19:47:59,2025-03-14 19:47:59
562,41,581,Present Milestone Planning for ECE217-Reliable (ECE217),"Our work aligns with ECE - Solar Car. This post focuses on the scope doc. Key topics: Peer Review, Documentation, Presentation Prep. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-07 18:53:51,2025-03-07 18:53:51
563,41,581,Coordinate Documentation for ECE217-Reliable (ECE217),"Our work aligns with ECE - Solar Car. This post focuses on the scope doc. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-31 21:47:01,2025-01-31 21:47:01
564,41,581,Coordinate Documentation for ECE217-Reliable (ECE217),"Our work aligns with ECE - Solar Car. This post focuses on the demo script. Key topics: Peer Review, Milestone Planning, Documentation. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-05 21:47:01,2025-02-05 21:47:01
565,898,584,Coordinate Team Coordination for IE527-Wise (IE527),"Our work aligns with IE - MSFE Professional Development. This post focuses on the scope doc. Key topics: Peer Review, Team Coordination, Presentation Prep. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-11 17:07:48,2025-01-11 17:07:48
566,898,584,Document Presentation Prep for IE527-Wise (IE527),"Our work aligns with IE - MSFE Professional Development. This post focuses on the scope doc. Key topics: Presentation Prep, Milestone Planning, Peer Review. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-14 17:07:48,2025-01-14 17:07:48
567,163,587,Document Peer Review for CMN321-Lively (CMN321),"Our work aligns with CMN - Strategies of Persuasion. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Documentation. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-01 11:44:52,2025-04-06 13:33:52
568,163,587,Organize Milestone Planning for CMN321-Lively (CMN321),"Our work aligns with CMN - Strategies of Persuasion. This post focuses on the risk register. Key topics: Presentation Prep, Peer Review, Team Coordination. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-02 11:44:52,2025-04-02 11:44:52
569,375,589,Document Presentation Prep for ECE486-Wise (ECE486),"Our work aligns with ECE - Control Systems. This post focuses on the risk register. Key topics: Presentation Prep, Team Coordination, Milestone Planning. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 12:00:38,2025-02-14 13:03:38
570,821,590,Organize Milestone Planning for FAA201-Tenacious (FAA201),"Our work aligns with FAA - Black Arts Today. This post focuses on the progress update. Key topics: Team Coordination, Presentation Prep, Milestone Planning. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-30 16:46:13,2025-04-30 16:46:13
571,821,590,Present Team Coordination for FAA201-Tenacious (FAA201),"Our work aligns with FAA - Black Arts Today. This post focuses on the risk register. Key topics: Presentation Prep, Documentation, Milestone Planning. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-05-03 16:46:13,2025-05-03 16:46:13
572,896,591,Align Presentation Prep for CLE670-United (CLE670),"Our work aligns with CLE - Surgery Clerkship. This post focuses on the demo script. Key topics: Documentation, Team Coordination, Milestone Planning. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-05 15:45:33,2025-04-05 15:45:33
573,896,591,Present Peer Review for CLE670-United (CLE670),"Our work aligns with CLE - Surgery Clerkship. This post focuses on the scope doc. Key topics: Presentation Prep, Peer Review, Documentation. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-08 15:45:33,2025-04-13 20:59:33
574,968,592,Organize Milestone Planning for CS407-Progressive (CS407),"Our work aligns with CS - Cryptography. This post focuses on the demo script. Key topics: Documentation, Peer Review, Team Coordination. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-12 15:28:15,2025-02-12 15:28:15
575,388,593,Coordinate Team Coordination for MUS569-Nimble (MUS569),"Our work aligns with MUS - Capstone Project Synthesis. This post focuses on the scope doc. Key topics: Milestone Planning, Presentation Prep, Team Coordination. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-13 20:48:43,2025-03-13 20:48:43
576,388,593,Coordinate Documentation for MUS569-Nimble (MUS569),"Our work aligns with MUS - Capstone Project Synthesis. This post focuses on the progress update. Key topics: Peer Review, Presentation Prep, Milestone Planning. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-14 20:48:43,2025-03-14 20:48:43
577,804,594,Align Milestone Planning for CMN340-Innovative (CMN340),"Our work aligns with CMN - Visual Politics. This post focuses on the progress update. Key topics: Peer Review, Documentation, Milestone Planning. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-16 12:31:27,2025-02-16 12:31:27
578,744,598,Organize Peer Review for ME199-Quick (ME199),"Our work aligns with ME - Undergraduate Open Seminar. This post focuses on the scope doc. Key topics: Milestone Planning, Peer Review, Documentation. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-21 19:20:46,2025-02-21 19:20:46
579,744,598,Document Milestone Planning for ME199-Quick (ME199),"Our work aligns with ME - Undergraduate Open Seminar. This post focuses on the progress update. Key topics: Peer Review, Team Coordination, Milestone Planning. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-25 19:20:46,2025-03-01 19:20:46
580,112,601,Document Team Coordination for STAT385-Bold (STAT385),"Our work aligns with STAT - Statistics Programming Methods. This post focuses on the risk register. Key topics: Team Coordination, Peer Review, Documentation. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-18 13:03:43,2025-04-25 17:48:43
581,216,603,Document Presentation Prep for FAA201-Innovative (FAA201),"Our work aligns with FAA - Black Arts Today. This post focuses on the risk register. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-11 10:49:52,2025-04-11 10:49:52
582,922,606,Present Milestone Planning for CS468-Lively (CS468),"Our work aligns with CS - Tech and Advertising Campaigns. This post focuses on the scope doc. Key topics: Presentation Prep, Milestone Planning, Peer Review. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-06 21:01:29,2025-04-06 21:01:29
583,922,606,Present Milestone Planning for CS468-Lively (CS468),"Our work aligns with CS - Tech and Advertising Campaigns. This post focuses on the risk register. Key topics: Presentation Prep, Documentation, Milestone Planning. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-10 21:01:29,2025-04-10 21:01:29
584,619,608,Document Team Coordination for MUS346-Skilled (MUS346),"Our work aligns with MUS - Choral Methods for Secondary Ensembles. This post focuses on the progress update. Key topics: Milestone Planning, Team Coordination, Peer Review. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-21 20:34:39,2025-04-21 20:34:39
585,619,608,Document Milestone Planning for MUS346-Skilled (MUS346),"Our work aligns with MUS - Choral Methods for Secondary Ensembles. This post focuses on the scope doc. Key topics: Peer Review, Team Coordination, Presentation Prep. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-25 20:34:39,2025-04-25 20:34:39
586,57,610,Coordinate Milestone Planning for ME400-Honest (ME400),"Our work aligns with ME - Energy Conversion Systems. This post focuses on the scope doc. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-14 15:42:33,2025-02-14 15:42:33
587,998,613,Organize Presentation Prep for ME404-Vibrant (ME404),"Our work aligns with ME - Intermediate Thermodynamics. This post focuses on the risk register. Key topics: Documentation, Peer Review, Presentation Prep. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-28 18:12:21,2025-03-05 21:28:21
588,998,613,Present Peer Review for ME404-Vibrant (ME404),"Our work aligns with ME - Intermediate Thermodynamics. This post focuses on the progress update. Key topics: Team Coordination, Documentation, Peer Review. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-02 18:12:21,2025-03-02 18:12:21
589,452,617,Coordinate Presentation Prep for CMN212-Agile (CMN212),"Our work aligns with CMN - Intro to Organizational Comm. This post focuses on the progress update. Key topics: Milestone Planning, Peer Review, Team Coordination. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-08 16:15:58,2025-02-08 16:15:58
590,429,618,Organize Team Coordination for CHEM576-Vibrant (CHEM576),"Our work aligns with CHEM - Computational Chemical Biology. This post focuses on the demo script. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-04 11:41:41,2025-03-04 11:41:41
591,303,620,Organize Documentation for ME498-Optimistic (ME498),"Our work aligns with ME - Special Topics. This post focuses on the risk register. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: GitHub, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-07 12:07:00,2025-03-07 12:07:00
592,303,620,Document Milestone Planning for ME498-Optimistic (ME498),"Our work aligns with ME - Special Topics. This post focuses on the progress update. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-11 12:07:00,2025-03-11 12:07:00
593,775,622,Organize Peer Review for ME481-Creative (ME481),"Our work aligns with ME - Whole-Body Musculoskel Biomech. This post focuses on the demo script. Key topics: Peer Review, Team Coordination, Presentation Prep. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-10 11:44:17,2025-01-10 11:44:17
594,574,624,Organize Documentation for UP116-Lively (UP116),"Our work aligns with UP - Urban Informatics I. This post focuses on the risk register. Key topics: Documentation, Milestone Planning, Presentation Prep. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-18 09:46:26,2025-04-18 09:46:26
595,574,624,Align Milestone Planning for UP116-Lively (UP116),"Our work aligns with UP - Urban Informatics I. This post focuses on the progress update. Key topics: Team Coordination, Milestone Planning, Peer Review. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-28 11:43:56,2025-04-28 11:43:56
596,574,624,Coordinate Presentation Prep for UP116-Lively (UP116),"Our work aligns with UP - Urban Informatics I. This post focuses on the progress update. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-29 11:43:56,2025-04-30 14:32:56
597,872,625,Document Milestone Planning for BUS301-Agile (BUS301),"Our work aligns with BUS - Business in Action. This post focuses on the demo script. Key topics: Team Coordination, Documentation, Presentation Prep. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-02 11:50:32,2025-04-02 11:50:32
598,872,625,Coordinate Documentation for BUS301-Agile (BUS301),"Our work aligns with BUS - Business in Action. This post focuses on the scope doc. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: GitHub, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-06 11:50:32,2025-04-09 17:22:32
599,264,626,Align Presentation Prep for CS533-Dynamic (CS533),"Our work aligns with CS - Parallel Computer Architecture. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Documentation. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-22 11:40:26,2025-01-29 14:55:26
600,264,626,Present Peer Review for CS533-Dynamic (CS533),"Our work aligns with CS - Parallel Computer Architecture. This post focuses on the risk register. Key topics: Milestone Planning, Presentation Prep, Team Coordination. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-09 15:24:59,2025-04-09 15:24:59
601,264,626,Organize Milestone Planning for CS533-Dynamic (CS533),"Our work aligns with CS - Parallel Computer Architecture. This post focuses on the scope doc. Key topics: Milestone Planning, Documentation, Presentation Prep. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-10 15:24:59,2025-04-10 15:24:59
602,576,627,Coordinate Documentation for ENG101-Honest (ENG101),"Our work aligns with ENG - Engineering at Illinois. This post focuses on the demo script. Key topics: Team Coordination, Presentation Prep, Milestone Planning. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-11 18:09:25,2025-04-21 18:24:25
603,418,628,Coordinate Documentation for IE310-Youthful (IE310),"Our work aligns with IE - Deterministic Models in Optimization. This post focuses on the scope doc. Key topics: Milestone Planning, Presentation Prep, Documentation. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-26 11:54:40,2025-04-28 15:02:40
604,418,628,Coordinate Milestone Planning for IE310-Youthful (IE310),"Our work aligns with IE - Deterministic Models in Optimization. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Presentation Prep. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-28 11:54:40,2025-04-28 11:54:40
605,501,630,Document Milestone Planning for CHEM593-Creative (CHEM593),"Our work aligns with CHEM - Advanced Professional Development for Chemists. This post focuses on the scope doc. Key topics: Peer Review, Documentation, Milestone Planning. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-17 13:54:03,2025-03-25 14:36:03
606,501,630,Align Documentation for CHEM593-Creative (CHEM593),"Our work aligns with CHEM - Advanced Professional Development for Chemists. This post focuses on the risk register. Key topics: Team Coordination, Presentation Prep, Documentation. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-18 13:54:03,2025-03-27 17:19:03
607,452,631,Present Presentation Prep for MUS240-Skilled (MUS240),"Our work aligns with MUS - Orientation to Music Teaching and Learning K-HS. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-29 11:11:06,2025-05-07 15:10:06
608,452,631,Document Team Coordination for MUS240-Skilled (MUS240),"Our work aligns with MUS - Orientation to Music Teaching and Learning K-HS. This post focuses on the demo script. Key topics: Peer Review, Milestone Planning, Presentation Prep. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-05-03 11:11:06,2025-05-03 11:11:06
609,795,632,Align Documentation for MUS164-Reliable (MUS164),"Our work aligns with MUS - Jazz Keyboard Studies II. This post focuses on the risk register. Key topics: Team Coordination, Presentation Prep, Documentation. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-27 17:33:23,2025-01-27 17:33:23
